Hotel_Name,Property Description,Hotel Website,Country,Address,Hotel star rating,Ocean View,City View,Family Rooms,Smoking Rooms Available,Non-Smoking Rooms Available,Suites,Free Parking,Free Internet,Pool,Fitness Centre/Gym,Bar/Lounge,Play Area,Pets Allowed,Cab Services
The Victoria,"The Victoria is a charming boutique hotel located in the elegant Kensington neighborhood of London. It offers individually designed rooms, a cozy lounge, and a garden terrace. The hotel's central location provides easy access to cultural attractions, shopping districts, and Hyde Park. With its classic charm and attentive service, The Victoria offers a comfortable and memorable stay for guests exploring the refined atmosphere of Kensington.",https://www.victorialeeds.co.uk/hotels/the-victoria,UK,"10A Strathearn Pl, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Pullman London St Pancras,"Pullman London St Pancras is a modern hotel located near King's Cross St Pancras Station in London. It offers contemporary rooms, a fitness center, and multiple dining options. The hotel's central location provides easy access to transportation links and popular attractions. With its stylish design and excellent amenities, Pullman London St Pancras offers a convenient and comfortable stay for both business and leisure travelers in the heart of the city.",https://all.accor.com/hotel/5309/index.en.shtml,UK,"100-110 Euston Rd, London",4,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Crowne Plaza London Kensington,"Crowne Plaza London Kensington is a modern hotel located in the fashionable Kensington neighborhood of London. It offers stylish rooms, a fitness center, and a contemporary restaurant",https://www.ihg.com/crowneplaza/hotels/gb/en/london/lonke/hoteldetail,UK,"100 Cromwell Rd, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Doubletree by Hilton London Kensington,"Doubletree by Hilton London Kensington is a modern hotel located in the fashionable Kensington neighborhood of London. It offers stylish rooms, a fitness center, and an on-site restaurant. The hotel's central location provides easy access to cultural attractions, shopping districts, and transportation links. With its contemporary design and warm hospitality, Doubletree by Hilton London Kensington offers a comfortable and convenient stay for guests exploring the vibrant atmosphere of London.",https://www.hilton.com/en/hotels/lontldi-doubletree-london-kensington/,UK,"100 Queen's Gate, London",4,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Ace Hotel London Shoreditch,"Ace Hotel London Shoreditch is a trendy boutique hotel located in the vibrant Shoreditch neighborhood of London. It offers stylish and individually designed rooms, a rooftop bar, and a lively lobby space. The hotel's central location provides easy access to art galleries, fashion boutiques, and vibrant nightlife. With its hip and creative atmosphere, Ace Hotel London Shoreditch offers a unique and memorable stay for guests seeking a contemporary experience in the heart of London's creative scene.",https://www.acehotel.com/london/,UK,"100 Shoreditch High St, London",5,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Staybridge Suites London Vauxhall,"Staybridge Suites London Vauxhall is a modern hotel located near the Vauxhall neighborhood of London. It offers spacious suites with kitchenettes, a fitness center, and a communal lounge. The hotel's convenient location provides easy access to attractions like the London Eye and Tate Britain. With its apartment-style accommodations and home-like amenities, Staybridge Suites London Vauxhall offers a comfortable and convenient stay for guests looking for an extended stay or a home away from home in London.",https://www.ihg.com/staybridge/hotels/gb/en/london/lonvh/hoteldetail,UK,"100 Vauxhall Walk, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
The Grosvenor,"The Grosvenor is a historic and iconic hotel located near Victoria Station in London. It offers elegant rooms, a refined restaurant, and a traditional English pub. The hotel's central location provides easy access to attractions like Buckingham Palace and Westminster Abbey. With its timeless charm and impeccable service, The Grosvenor offers a classic and memorable stay for guests seeking a taste of London's rich heritage and tradition.",https://www.grosvenorlondon.com/,UK,"101 Buckingham Palace Rd, London",4,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
The Park Tower Knightsbridge a Luxury Collection Hotel,"The Park Tower Knightsbridge is a luxury hotel located in the prestigious Knightsbridge neighborhood of London. It offers stylish rooms, a rooftop restaurant with panoramic views, and a fitness center. The hotel's central location provides easy access to luxury shopping destinations like Harrods and Sloane Street. With its elegant design and impeccable service, The Park Tower Knightsbridge offers a sophisticated and indulgent stay for guests seeking a luxurious experience in the heart of London.",https://www.marriott.com/hotels/travel/lonlc-the-park-tower-knightsbridge-a-luxury-collection-hotel/,UK,"101 Knightsbridge, London",5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Amp re,"Ampère is a boutique hotel located near the Champs-Elysées in Paris. It offers stylish and contemporary rooms, a fitness center, and a breakfast room. The hotel's central location provides easy access to luxury shopping, dining, and cultural attractions. With its modern design and personalized service, Ampère offers a comfortable and convenient stay for guests exploring the vibrant atmosphere of Paris.",https://www.hotel-ampere-paris.com/,France,"102 Avenue de Villiers, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Melia Paris Champs Elys es,"Melia Paris Champs Elysées is a luxury hotel situated near the Champs-Elysées avenue in Paris. It offers elegant rooms, a gourmet restaurant, and a fitness center. The hotel's central location provides easy access to iconic landmarks, high-end shopping, and cultural attractions. With its upscale amenities and attentive service, Melia Paris Champs Elysées offers a luxurious and memorable stay for guests seeking a sophisticated experience in the heart of Paris.",https://www.melia.com/en/hotels/france/paris/melia-paris-champs-elysees/index.html,France,"102 Avenue des Champs-Élysées, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Le Parisis Paris Tour Eiffel,"Le Parisis Paris Tour Eiffel is a boutique hotel located near the Eiffel Tower in Paris. It offers stylish rooms, a rooftop terrace with panoramic views, and a breakfast room. The hotel's central location provides easy access to iconic landmarks, shopping, and dining options. With its modern design and convenient amenities, Le Parisis Paris Tour Eiffel offers a comfortable and enjoyable stay for guests exploring the vibrant atmosphere of Paris.",https://www.leparisisparis.com/,France,"102 Boulevard de Grenelle, Paris",4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Thistle Kensington Gardens,"Thistle Kensington Gardens is a modern hotel located near Kensington Gardens in London. It offers comfortable rooms, a restaurant, and a bar with views of the park. The hotel's central location provides easy access to attractions like Hyde Park and Kensington Palace. With its convenient amenities and warm hospitality, Thistle Kensington Gardens offers a pleasant and convenient stay for guests exploring the charming neighborhood of Kensington.",https://www.thistle.com/en/hotels/london/thistle-kensington-gardens.html,UK,"104 Bayswater Rd, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Park Plaza Sherlock Holmes London,"Park Plaza Sherlock Holmes London is a boutique hotel located near Baker Street in London. It offers stylish rooms, a chic restaurant, and a fitness center. The hotel's central location provides easy access to attractions like Madame Tussauds and Regent's Park. With its contemporary design and attentive service, Park Plaza Sherlock Holmes London offers a comfortable and memorable stay for guests seeking a unique experience in the heart of London's Sherlock Holmes heritage.",https://www.radissonhotels.com/en-us/hotels/park-plaza-sherlock-holmes-london,UK,"108 Baker St, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Hilton Paris Opera,"Hilton Paris Opera is a luxury hotel situated near the Opera Garnier in Paris. It offers elegant rooms, a gourmet restaurant, and a fitness center. The hotel's central location provides easy access to shopping, dining, and cultural attractions. With its upscale amenities and impeccable service, Hilton Paris Opera offers a luxurious and memorable stay for guests seeking a refined experience in the heart of Paris.",https://www.hilton.com/en/hotels/paopshx-hilton-paris-opera/,France,"108 Rue Saint-Lazare, Paris",5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
The Kensington Hotel,"The Kensington Hotel is a boutique hotel located in the stylish Kensington neighborhood of London. It offers individually designed rooms, a contemporary restaurant, and a cozy bar. The hotel's central location provides easy access to cultural attractions, shopping districts, and Kensington Gardens. With its sophisticated ambiance and personalized service, The Kensington Hotel offers a refined and memorable stay for guests seeking an elegant experience in the heart of London.",https://doylecollection.com/hotels/the-kensington-hotel/,UK,"109-113 Queen's Gate, London",5,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Holiday Inn London Stratford City,"Holiday Inn London Stratford City is a modern hotel located in the Stratford neighborhood of London. It offers comfortable rooms, a fitness center, and an on-site restaurant. The hotel's central location provides easy access to attractions like the Queen Elizabeth Olympic Park and Westfield Stratford City shopping center. With its convenient amenities and warm hospitality, Holiday Inn London Stratford City offers a pleasant and convenient stay for guests exploring the vibrant East London area.",https://www.ihg.com/holidayinn/hotels/gb/en/london/lonsc/hoteldetail,UK,"10A Chestnut Plaza, London",4,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Staybridge Suites London Stratford,"Staybridge Suites London Stratford is an extended-stay hotel located in the Stratford neighborhood of London. It offers spacious suites with kitchenettes, a fitness center, and a communal lounge. The hotel's central location provides easy access to attractions like the Queen Elizabeth Olympic Park and Westfield Stratford City shopping center. With its apartment-style accommodations and home-like amenities, Staybridge Suites London Stratford offers a comfortable and convenient stay for guests looking for an extended stay or a home away from home in London.",https://www.ihg.com/staybridge/hotels/gb/en/london/lonsh/hoteldetail,UK,"10B Chestnut Plaza, London",4,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Shepherd s Bush Boutique Hotel,"Shepherd's Bush Boutique Hotel is a stylish hotel located in the Shepherd's Bush neighborhood of London. It offers modern rooms, a trendy bar, and a cozy breakfast area. The hotel's central location",https://www.sbboutiquehotel.co.uk/,UK,"11-12 Poplar Mews, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
My Bloomsbury,"My Bloomsbury is a boutique hotel located in the vibrant Bloomsbury neighborhood of London. It offers stylish and contemporary rooms, a trendy restaurant, and a cozy lounge. The hotel's central location provides easy access to cultural attractions, shopping districts, and universities. With its modern design and artistic ambiance, My Bloomsbury offers a chic and comfortable stay for guests seeking a trendy experience in the heart of London.",https://www.myhotels.com/my-bloomsbury/,UK,"11-13 Bayley St, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Holiday Inn Paris Gare de Lyon Bastille,"Holiday Inn Paris Gare de Lyon Bastille is a modern hotel located near Gare de Lyon in Paris. It offers comfortable rooms, a fitness center, and an on-site restaurant. The hotel's central location provides easy access to transportation links and popular attractions like the Bastille and the Seine River. With its convenient amenities and warm hospitality, Holiday Inn Paris Gare de Lyon Bastille offers a pleasant and convenient stay for guests exploring the vibrant atmosphere of Paris.",https://www.ihg.com/holidayinn/hotels/gb/en/paris/parly/hoteldetail,France,"11 Rue de Lyon, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Hotel Chaplain Paris Rive Gauche,"Hotel Chaplain Paris Rive Gauche is a charming hotel situated in the Left Bank neighborhood of Paris. It offers cozy and well-appointed rooms, a breakfast room, and a 24-hour front desk. The hotel's central location provides easy access to cultural attractions, shopping districts, and iconic landmarks like Notre-Dame Cathedral. With its warm hospitality and comfortable accommodations, Hotel Chaplain Paris Rive Gauche offers a pleasant and convenient stay for guests exploring the vibrant atmosphere of the Left Bank in Paris.",https://www.chaplainparis.com/,France,"11 Bis Rue Jules Chaplain, Paris",3,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Hotel Regina Op ra Grands Boulevards,"Hotel Regina Opéra Grands Boulevards is a boutique hotel located in the lively Grands Boulevards district of Paris. It offers stylish rooms, a breakfast room, and a cozy lounge area. The hotel's central location provides easy access to shopping, dining, and entertainment options. With its charming decor and attentive service, Hotel Regina Opéra Grands Boulevards offers a comfortable and enjoyable stay for guests exploring the vibrant atmosphere of Paris.",https://www.hotelregina.com/,France,"11 Rue de Moscou, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
